0.000000 0.000000 0.000000 0.000000
0.000000 0.071429 0.000000 0.000000
0.000000 0.142857 0.000000 0.000000
0.000000 0.214286 0.000000 0.000000
0.000000 0.285714 0.000000 0.000000
0.000000 0.357143 0.000000 0.000000
0.000000 0.428571 0.000000 0.000000
0.000000 0.500000 0.000000 0.000000
0.062500 0.000000 0.058702 0.058594
0.062500 0.071429 0.057230 0.057125
0.062500 0.142857 0.052889 0.052791
0.062500 0.214286 0.045895 0.045810
0.062500 0.285714 0.036600 0.036533
0.062500 0.357143 0.025470 0.025423
0.062500 0.428571 0.013062 0.013038
0.062500 0.500000 0.000000 0.000000
0.125000 0.000000 0.109587 0.109375
0.125000 0.071429 0.106839 0.106633
0.125000 0.142857 0.098734 0.098543
0.125000 0.214286 0.085678 0.085513
0.125000 0.285714 0.068326 0.068194
0.125000 0.357143 0.047548 0.047456
0.125000 0.428571 0.024385 0.024338
0.125000 0.500000 0.000000 0.000000
0.187500 0.000000 0.152649 0.152344
0.187500 0.071429 0.148822 0.148524
0.187500 0.142857 0.137532 0.137257
0.187500 0.214286 0.119346 0.119107
0.187500 0.285714 0.095175 0.094985
0.187500 0.357143 0.066232 0.066099
0.187500 0.428571 0.033968 0.033900
0.187500 0.500000 0.000000 0.000000
0.250000 0.000000 0.187886 0.187500
0.250000 0.071429 0.183175 0.182799
0.250000 0.142857 0.169280 0.168932
0.250000 0.214286 0.146895 0.146593
0.250000 0.285714 0.117145 0.116904
0.250000 0.357143 0.081521 0.081353
0.250000 0.428571 0.041809 0.041723
0.250000 0.500000 0.000000 0.000000
0.312500 0.000000 0.215295 0.214844
0.312500 0.071429 0.209897 0.209457
0.312500 0.142857 0.193974 0.193568
0.312500 0.214286 0.168325 0.167972
0.312500 0.285714 0.134234 0.133953
0.312500 0.357143 0.093413 0.093217
0.312500 0.428571 0.047908 0.047807
0.312500 0.500000 0.000000 0.000000
0.375000 0.000000 0.234874 0.234375
0.375000 0.071429 0.228986 0.228499
0.375000 0.142857 0.211615 0.211165
0.375000 0.214286 0.183632 0.183242
0.375000 0.285714 0.146442 0.146130
0.375000 0.357143 0.101908 0.101692
0.375000 0.428571 0.052264 0.052153
0.375000 0.500000 0.000000 0.000000
0.437500 0.000000 0.246623 0.246094
0.437500 0.071429 0.240439 0.239924
0.437500 0.142857 0.222199 0.221723
0.437500 0.214286 0.192817 0.192404
0.437500 0.285714 0.153767 0.153437
0.437500 0.357143 0.107006 0.106776
0.437500 0.428571 0.054879 0.054761
0.437500 0.500000 0.000000 0.000000
0.500000 0.000000 0.250539 0.250000
0.500000 0.071429 0.244257 0.243732
0.500000 0.142857 0.225728 0.225242
0.500000 0.214286 0.195879 0.195458
0.500000 0.285714 0.156208 0.155872
0.500000 0.357143 0.108705 0.108471
0.500000 0.428571 0.055750 0.055630
0.500000 0.500000 0.000000 0.000000
0.562500 0.000000 0.246623 0.246094
0.562500 0.071429 0.240439 0.239924
0.562500 0.142857 0.222199 0.221723
0.562500 0.214286 0.192817 0.192404
0.562500 0.285714 0.153767 0.153437
0.562500 0.357143 0.107006 0.106776
0.562500 0.428571 0.054879 0.054761
0.562500 0.500000 0.000000 0.000000
0.625000 0.000000 0.234874 0.234375
0.625000 0.071429 0.228986 0.228499
0.625000 0.142857 0.211615 0.211165
0.625000 0.214286 0.183632 0.183242
0.625000 0.285714 0.146442 0.146130
0.625000 0.357143 0.101908 0.101692
0.625000 0.428571 0.052264 0.052153
0.625000 0.500000 0.000000 0.000000
0.687500 0.000000 0.215295 0.214844
0.687500 0.071429 0.209897 0.209457
0.687500 0.142857 0.193974 0.193568
0.687500 0.214286 0.168325 0.167972
0.687500 0.285714 0.134234 0.133953
0.687500 0.357143 0.093413 0.093217
0.687500 0.428571 0.047908 0.047807
0.687500 0.500000 0.000000 0.000000
0.750000 0.000000 0.187886 0.187500
0.750000 0.071429 0.183175 0.182799
0.750000 0.142857 0.169280 0.168932
0.750000 0.214286 0.146895 0.146593
0.750000 0.285714 0.117145 0.116904
0.750000 0.357143 0.081521 0.081353
0.750000 0.428571 0.041809 0.041723
0.750000 0.500000 0.000000 0.000000
0.812500 0.000000 0.152649 0.152344
0.812500 0.071429 0.148822 0.148524
0.812500 0.142857 0.137532 0.137257
0.812500 0.214286 0.119346 0.119107
0.812500 0.285714 0.095175 0.094985
0.812500 0.357143 0.066232 0.066099
0.812500 0.428571 0.033968 0.033900
0.812500 0.500000 0.000000 0.000000
0.875000 0.000000 0.109587 0.109375
0.875000 0.071429 0.106839 0.106633
0.875000 0.142857 0.098734 0.098543
0.875000 0.214286 0.085678 0.085513
0.875000 0.285714 0.068326 0.068194
0.875000 0.357143 0.047548 0.047456
0.875000 0.428571 0.024385 0.024338
0.875000 0.500000 0.000000 0.000000
0.937500 0.000000 0.058702 0.058594
0.937500 0.071429 0.057230 0.057125
0.937500 0.142857 0.052889 0.052791
0.937500 0.214286 0.045895 0.045810
0.937500 0.285714 0.036600 0.036533
0.937500 0.357143 0.025470 0.025423
0.937500 0.428571 0.013062 0.013038
0.937500 0.500000 0.000000 0.000000
1.000000 0.000000 0.000000 0.000000
1.000000 0.071429 0.000000 0.000000
1.000000 0.142857 0.000000 0.000000
1.000000 0.214286 0.000000 0.000000
1.000000 0.285714 0.000000 0.000000
1.000000 0.357143 0.000000 0.000000
1.000000 0.428571 0.000000 0.000000
1.000000 0.500000 0.000000 0.000000
