0.000000 -1.000000 -0.788700
0.020408 -0.962473 -0.769464
0.040816 -0.924892 -0.749015
0.061224 -0.887204 -0.727332
0.081633 -0.849357 -0.704401
0.102041 -0.811304 -0.680214
0.122449 -0.772997 -0.654768
0.142857 -0.734397 -0.628066
0.163265 -0.695467 -0.600121
0.183673 -0.656175 -0.570949
0.204082 -0.616497 -0.540576
0.224490 -0.576415 -0.509035
0.244898 -0.535915 -0.476367
0.265306 -0.494993 -0.442618
0.285714 -0.453651 -0.407844
0.306122 -0.411897 -0.372106
0.326531 -0.369747 -0.335474
0.346939 -0.327222 -0.298023
0.367347 -0.284350 -0.259833
0.387755 -0.241166 -0.220992
0.408163 -0.197708 -0.181591
0.428571 -0.154019 -0.141726
0.448980 -0.110147 -0.101496
0.469388 -0.066142 -0.061003
0.489796 -0.022056 -0.020352
0.510204 0.022056 0.020352
0.530612 0.066142 0.061003
0.551020 0.110147 0.101496
0.571429 0.154019 0.141726
0.591837 0.197708 0.181591
0.612245 0.241166 0.220992
0.632653 0.284350 0.259833
0.653061 0.327222 0.298023
0.673469 0.369747 0.335474
0.693878 0.411897 0.372106
0.714286 0.453651 0.407844
0.734694 0.494993 0.442618
0.755102 0.535915 0.476367
0.775510 0.576415 0.509035
0.795918 0.616497 0.540576
0.816327 0.656175 0.570949
0.836735 0.695467 0.600121
0.857143 0.734397 0.628066
0.877551 0.772997 0.654768
0.897959 0.811304 0.680214
0.918367 0.849357 0.704401
0.938776 0.887204 0.727332
0.959184 0.924892 0.749015
0.979592 0.962473 0.769464
1.000000 1.000000 0.788700
