0.000000 -1.000000 -0.851085
0.020408 -0.966435 -0.833783
0.040816 -0.932751 -0.815011
0.061224 -0.898832 -0.794714
0.081633 -0.864564 -0.772846
0.102041 -0.829840 -0.749365
0.122449 -0.794559 -0.724241
0.142857 -0.758632 -0.697451
0.163265 -0.721978 -0.668984
0.183673 -0.684527 -0.638840
0.204082 -0.646226 -0.607029
0.224490 -0.607032 -0.573578
0.244898 -0.566919 -0.538523
0.265306 -0.525874 -0.501913
0.285714 -0.483902 -0.463813
0.306122 -0.441021 -0.424300
0.326531 -0.397265 -0.383462
0.346939 -0.352681 -0.341402
0.367347 -0.307332 -0.298233
0.387755 -0.261292 -0.254079
0.408163 -0.214647 -0.209075
0.428571 -0.167493 -0.163363
0.448980 -0.119933 -0.117092
0.469388 -0.072079 -0.070417
0.489796 -0.024046 -0.023500
0.510204 0.024046 0.023500
0.530612 0.072079 0.070417
0.551020 0.119933 0.117092
0.571429 0.167493 0.163363
0.591837 0.214647 0.209075
0.612245 0.261292 0.254079
0.632653 0.307332 0.298233
0.653061 0.352681 0.341402
0.673469 0.397265 0.383462
0.693878 0.441021 0.424300
0.714286 0.483902 0.463813
0.734694 0.525874 0.501913
0.755102 0.566919 0.538523
0.775510 0.607032 0.573578
0.795918 0.646226 0.607029
0.816327 0.684527 0.638840
0.836735 0.721977 0.668984
0.857143 0.758632 0.697451
0.877551 0.794559 0.724241
0.897959 0.829840 0.749365
0.918367 0.864564 0.772846
0.938776 0.898832 0.794714
0.959184 0.932751 0.815011
0.979592 0.966435 0.833783
1.000000 1.000000 0.851085
