0.000000 -1.000000 -0.761407
0.020408 -0.961398 -0.741696
0.040816 -0.922761 -0.720884
0.061224 -0.884051 -0.698959
0.081633 -0.845234 -0.675917
0.102041 -0.806278 -0.651755
0.122449 -0.767151 -0.626478
0.142857 -0.727827 -0.600097
0.163265 -0.688280 -0.572625
0.183673 -0.648491 -0.544084
0.204082 -0.608441 -0.514501
0.224490 -0.568119 -0.483910
0.244898 -0.527515 -0.452347
0.265306 -0.486628 -0.419859
0.285714 -0.445457 -0.386495
0.306122 -0.404010 -0.352310
0.326531 -0.362295 -0.317366
0.346939 -0.320328 -0.281728
0.367347 -0.278128 -0.245466
0.387755 -0.235717 -0.208654
0.408163 -0.193122 -0.171372
0.428571 -0.150372 -0.133699
0.448980 -0.107499 -0.095720
0.469388 -0.064535 -0.057520
0.489796 -0.021518 -0.019188
0.510204 0.021518 0.019188
0.530612 0.064535 0.057520
0.551020 0.107499 0.095720
0.571429 0.150372 0.133699
0.591837 0.193122 0.171372
0.612245 0.235717 0.208654
0.632653 0.278128 0.245466
0.653061 0.320328 0.281728
0.673469 0.362295 0.317366
0.693878 0.404010 0.352310
0.714286 0.445457 0.386495
0.734694 0.486628 0.419859
0.755102 0.527515 0.452347
0.775510 0.568119 0.483910
0.795918 0.608441 0.514501
0.816327 0.648491 0.544084
0.836735 0.688280 0.572625
0.857143 0.727827 0.600097
0.877551 0.767151 0.626478
0.897959 0.806278 0.651755
0.918367 0.845234 0.675917
0.938776 0.884051 0.698959
0.959184 0.922761 0.720884
0.979592 0.961398 0.741696
1.000000 1.000000 0.761407
