x, rho, u, p, e, tcurr
0.000000e+00, 1.000000e+00, 0.000000e+00, 1.000000e+00, 2.500000e+00, 1.110468e+00
1.010101e-02, 7.995017e-01, 2.294989e-01, 7.506349e-01, 2.347196e+00, 1.110468e+00
2.020202e-02, 7.007455e-01, 3.669645e-01, 6.309328e-01, 2.250934e+00, 1.110468e+00
3.030303e-02, 6.485214e-01, 4.495240e-01, 5.680898e-01, 2.189942e+00, 1.110468e+00
4.040404e-02, 6.132984e-01, 5.085543e-01, 5.265877e-01, 2.146539e+00, 1.110468e+00
5.050505e-02, 5.949061e-01, 5.421791e-01, 5.044002e-01, 2.119663e+00, 1.110468e+00
6.060606e-02, 5.775046e-01, 5.735530e-01, 4.842443e-01, 2.096279e+00, 1.110468e+00
7.070707e-02, 5.705324e-01, 5.879133e-01, 4.754467e-01, 2.083347e+00, 1.110468e+00
8.080808e-02, 5.594478e-01, 6.085332e-01, 4.627715e-01, 2.067984e+00, 1.110468e+00
9.090909e-02, 5.569807e-01, 6.147694e-01, 4.591641e-01, 2.060951e+00, 1.110468e+00
1.010101e-01, 5.483875e-01, 6.310074e-01, 4.494400e-01, 2.048916e+00, 1.110468e+00
1.111111e-01, 5.478245e-01, 6.337135e-01, 4.479866e-01, 2.044389e+00, 1.110468e+00
1.212121e-01, 5.402873e-01, 6.481028e-01, 4.395326e-01, 2.033791e+00, 1.110468e+00
1.313131e-01, 5.405569e-01, 6.492557e-01, 4.389977e-01, 2.030303e+00, 1.110468e+00
1.414141e-01, 5.335093e-01, 6.628241e-01, 4.311548e-01, 2.020371e+00, 1.110468e+00
1.515152e-01, 5.341503e-01, 6.632909e-01, 4.310135e-01, 2.017286e+00, 1.110468e+00
1.616162e-01, 5.273647e-01, 6.764553e-01, 4.235181e-01, 2.007710e+00, 1.110468e+00
1.717172e-01, 5.281730e-01, 6.766200e-01, 4.235431e-01, 2.004756e+00, 1.110468e+00
1.818182e-01, 5.215588e-01, 6.895455e-01, 4.162899e-01, 1.995412e+00, 1.110468e+00
1.919192e-01, 5.224410e-01, 6.895786e-01, 4.163820e-01, 1.992483e+00, 1.110468e+00
2.020202e-01, 5.159642e-01, 7.023254e-01, 4.093303e-01, 1.983327e+00, 1.110468e+00
2.121212e-01, 5.168749e-01, 7.023032e-01, 4.094459e-01, 1.980392e+00, 1.110468e+00
2.222222e-01, 5.105249e-01, 7.148870e-01, 4.025814e-01, 1.971410e+00, 1.110468e+00
2.323232e-01, 5.114397e-01, 7.148435e-01, 4.027014e-01, 1.968469e+00, 1.110468e+00
2.424242e-01, 5.052163e-01, 7.272607e-01, 3.960213e-01, 1.959662e+00, 1.110468e+00
2.525253e-01, 5.061202e-01, 7.272112e-01, 3.961373e-01, 1.956735e+00, 1.110468e+00
2.626263e-01, 5.000278e-01, 7.394495e-01, 3.896434e-01, 1.948108e+00, 1.110468e+00
2.727273e-01, 5.009098e-01, 7.394009e-01, 3.897519e-01, 1.945220e+00, 1.110468e+00
2.828283e-01, 4.949554e-01, 7.514432e-01, 3.834483e-01, 1.936782e+00, 1.110468e+00
2.929293e-01, 4.958067e-01, 7.513985e-01, 3.835481e-01, 1.933960e+00, 1.110468e+00
3.030303e-01, 4.899984e-01, 7.632247e-01, 3.774400e-01, 1.925721e+00, 1.110468e+00
3.131313e-01, 4.908117e-01, 7.631855e-01, 3.775308e-01, 1.922992e+00, 1.110468e+00
3.232323e-01, 4.851589e-01, 7.747733e-01, 3.716243e-01, 1.914962e+00, 1.110468e+00
3.333333e-01, 4.859280e-01, 7.747403e-01, 3.717063e-01, 1.912353e+00, 1.110468e+00
3.434343e-01, 4.804406e-01, 7.860654e-01, 3.660079e-01, 1.904543e+00, 1.110468e+00
3.535354e-01, 4.811606e-01, 7.860389e-01, 3.660815e-01, 1.902075e+00, 1.110468e+00
3.636364e-01, 4.758492e-01, 7.970754e-01, 3.605982e-01, 1.894499e+00, 1.110468e+00
3.737374e-01, 4.765163e-01, 7.970557e-01, 3.606641e-01, 1.892192e+00, 1.110468e+00
3.838384e-01, 4.713918e-01, 8.077760e-01, 3.554033e-01, 1.884862e+00, 1.110468e+00
3.939394e-01, 4.720035e-01, 8.077633e-01, 3.554619e-01, 1.882729e+00, 1.110468e+00
4.040404e-01, 4.670771e-01, 8.181385e-01, 3.504313e-01, 1.875661e+00, 1.110468e+00
4.141414e-01, 4.676322e-01, 8.181330e-01, 3.504833e-01, 1.873712e+00, 1.110468e+00
4.242424e-01, 4.629150e-01, 8.281332e-01, 3.456904e-01, 1.866922e+00, 1.110468e+00
4.343434e-01, 4.634134e-01, 8.281353e-01, 3.457364e-01, 1.865162e+00, 1.110468e+00
4.444444e-01, 4.589164e-01, 8.377299e-01, 3.411889e-01, 1.858666e+00, 1.110468e+00
4.545455e-01, 4.593590e-01, 8.377402e-01, 3.412294e-01, 1.857095e+00, 1.110468e+00
4.646465e-01, 4.550926e-01, 8.468988e-01, 3.369345e-01, 1.850912e+00, 1.110468e+00
4.747475e-01, 4.554813e-01, 8.469180e-01, 3.369698e-01, 1.849526e+00, 1.110468e+00
