x, rho, u, p, e, tcurr
0.000000e+00, 1.000000e+00, 0.000000e+00, 1.000000e+00, 2.500000e+00, 8.367806e-01
1.010101e-02, 8.181517e-01, 2.097488e-01, 7.708202e-01, 2.355371e+00, 8.367806e-01
2.020202e-02, 7.354364e-01, 3.243230e-01, 6.679564e-01, 2.270612e+00, 8.367806e-01
3.030303e-02, 6.862976e-01, 3.986787e-01, 6.080087e-01, 2.214814e+00, 8.367806e-01
4.040404e-02, 6.637420e-01, 4.366402e-01, 5.796350e-01, 2.183209e+00, 8.367806e-01
5.050505e-02, 6.422978e-01, 4.721689e-01, 5.538487e-01, 2.155732e+00, 8.367806e-01
6.060606e-02, 6.358018e-01, 4.852996e-01, 5.448526e-01, 2.142384e+00, 8.367806e-01
7.070707e-02, 6.222284e-01, 5.085948e-01, 5.286977e-01, 2.124211e+00, 8.367806e-01
8.080808e-02, 6.208337e-01, 5.132109e-01, 5.257874e-01, 2.117263e+00, 8.367806e-01
9.090909e-02, 6.097714e-01, 5.325225e-01, 5.127536e-01, 2.102237e+00, 8.367806e-01
1.010101e-01, 6.100675e-01, 5.341615e-01, 5.118744e-01, 2.097614e+00, 8.367806e-01
1.111111e-01, 5.998835e-01, 5.521387e-01, 4.999992e-01, 2.083735e+00, 8.367806e-01
1.212121e-01, 6.007136e-01, 5.527305e-01, 4.998064e-01, 2.080053e+00, 8.367806e-01
1.313131e-01, 5.908937e-01, 5.702287e-01, 4.884732e-01, 2.066671e+00, 8.367806e-01
1.414141e-01, 5.918488e-01, 5.704531e-01, 4.885070e-01, 2.063479e+00, 8.367806e-01
1.515152e-01, 5.822335e-01, 5.877423e-01, 4.775214e-01, 2.050386e+00, 8.367806e-01
1.616162e-01, 5.831645e-01, 5.878403e-01, 4.776235e-01, 2.047550e+00, 8.367806e-01
1.717172e-01, 5.737101e-01, 6.049976e-01, 4.669264e-01, 2.034679e+00, 8.367806e-01
1.818182e-01, 5.745620e-01, 6.050547e-01, 4.670426e-01, 2.032168e+00, 8.367806e-01
1.919192e-01, 5.652629e-01, 6.220927e-01, 4.566188e-01, 2.019498e+00, 8.367806e-01
2.020202e-01, 5.660165e-01, 6.221396e-01, 4.567316e-01, 2.017307e+00, 8.367806e-01
2.121212e-01, 5.568799e-01, 6.390482e-01, 4.465801e-01, 2.004831e+00, 8.367806e-01
2.222222e-01, 5.575318e-01, 6.390955e-01, 4.466844e-01, 2.002955e+00, 8.367806e-01
2.323232e-01, 5.485691e-01, 6.558559e-01, 4.368094e-01, 1.990676e+00, 8.367806e-01
2.424242e-01, 5.491230e-01, 6.559075e-01, 4.369046e-01, 1.989102e+00, 8.367806e-01
2.525253e-01, 5.403473e-01, 6.724963e-01, 4.273122e-01, 1.977026e+00, 8.367806e-01
2.626263e-01, 5.408111e-01, 6.725532e-01, 4.273993e-01, 1.975733e+00, 8.367806e-01
2.727273e-01, 5.322358e-01, 6.889436e-01, 4.180963e-01, 1.963868e+00, 8.367806e-01
2.828283e-01, 5.326194e-01, 6.890062e-01, 4.181767e-01, 1.962831e+00, 8.367806e-01
2.929293e-01, 5.242584e-01, 7.051684e-01, 4.091710e-01, 1.951190e+00, 8.367806e-01
3.030303e-01, 5.245727e-01, 7.052366e-01, 4.092459e-01, 1.950378e+00, 8.367806e-01
3.131313e-01, 5.164398e-01, 7.211376e-01, 4.005461e-01, 1.938978e+00, 8.367806e-01
3.232323e-01, 5.166958e-01, 7.212111e-01, 4.006167e-01, 1.938359e+00, 8.367806e-01
3.333333e-01, 5.088055e-01, 7.368146e-01, 3.922320e-01, 1.927220e+00, 8.367806e-01
3.434343e-01, 5.090135e-01, 7.368931e-01, 3.922994e-01, 1.926763e+00, 8.367806e-01
3.535354e-01, 5.013805e-01, 7.521592e-01, 3.842399e-01, 1.915910e+00, 8.367806e-01
3.636364e-01, 5.015499e-01, 7.522424e-01, 3.843047e-01, 1.915586e+00, 8.367806e-01
3.737374e-01, 4.941894e-01, 7.671277e-01, 3.765814e-01, 1.905046e+00, 8.367806e-01
3.838384e-01, 4.943286e-01, 7.672152e-01, 3.766443e-01, 1.904827e+00, 8.367806e-01
3.939394e-01, 4.872564e-01, 7.816728e-01, 3.692688e-01, 1.894633e+00, 8.367806e-01
4.040404e-01, 4.873722e-01, 7.817644e-01, 3.693301e-01, 1.894497e+00, 8.367806e-01
4.141414e-01, 4.806048e-01, 7.957440e-01, 3.623146e-01, 1.884681e+00, 8.367806e-01
4.242424e-01, 4.807028e-01, 7.958392e-01, 3.623747e-01, 1.884609e+00, 8.367806e-01
4.343434e-01, 4.742569e-01, 8.092879e-01, 3.557320e-01, 1.875207e+00, 8.367806e-01
4.444444e-01, 4.743416e-01, 8.093864e-01, 3.557908e-01, 1.875182e+00, 8.367806e-01
4.545455e-01, 4.682339e-01, 8.222493e-01, 3.495336e-01, 1.866234e+00, 8.367806e-01
4.646465e-01, 4.683088e-01, 8.223507e-01, 3.495913e-01, 1.866243e+00, 8.367806e-01
4.747475e-01, 4.625559e-01, 8.345719e-01, 3.437320e-01, 1.857786e+00, 8.367806e-01
4.848485e-01, 4.626234e-01, 8.346759e-01, 3.437884e-01, 1.857820e+00, 8.367806e-01
