x, rho, u, p, e, tcurr
0.000000e+00, 1.000000e+00, 0.000000e+00, 1.000000e+00, 2.500000e+00, 9.510279e-01
1.010101e-02, 8.077284e-01, 2.208517e-01, 7.594625e-01, 2.350612e+00, 9.510279e-01
2.020202e-02, 7.181026e-01, 3.456501e-01, 6.492814e-01, 2.260406e+00, 9.510279e-01
3.030303e-02, 6.654483e-01, 4.266384e-01, 5.858092e-01, 2.200807e+00, 9.510279e-01
4.040404e-02, 6.390311e-01, 4.715111e-01, 5.534014e-01, 2.165002e+00, 9.510279e-01
5.050505e-02, 6.164904e-01, 5.099152e-01, 5.267101e-01, 2.135922e+00, 9.510279e-01
6.060606e-02, 6.077819e-01, 5.269957e-01, 5.154532e-01, 2.120222e+00, 9.510279e-01
7.070707e-02, 5.944045e-01, 5.507320e-01, 4.998011e-01, 2.102108e+00, 9.510279e-01
8.080808e-02, 5.918111e-01, 5.573632e-01, 4.957174e-01, 2.094069e+00, 9.510279e-01
9.090909e-02, 5.816159e-01, 5.758036e-01, 4.839073e-01, 2.080012e+00, 9.510279e-01
1.010101e-01, 5.813028e-01, 5.783879e-01, 4.824618e-01, 2.074916e+00, 9.510279e-01
1.111111e-01, 5.723066e-01, 5.948552e-01, 4.721361e-01, 2.062427e+00, 9.510279e-01
1.212121e-01, 5.728616e-01, 5.958548e-01, 4.716875e-01, 2.058471e+00, 9.510279e-01
1.313131e-01, 5.643690e-01, 6.115477e-01, 4.620260e-01, 2.046648e+00, 9.510279e-01
1.414141e-01, 5.652450e-01, 6.119255e-01, 4.619534e-01, 2.043156e+00, 9.510279e-01
1.515152e-01, 5.570092e-01, 6.272746e-01, 4.526653e-01, 2.031678e+00, 9.510279e-01
1.616162e-01, 5.579855e-01, 6.274100e-01, 4.527300e-01, 2.028413e+00, 9.510279e-01
1.717172e-01, 5.499212e-01, 6.425640e-01, 4.437131e-01, 2.017167e+00, 9.510279e-01
1.818182e-01, 5.509041e-01, 6.426073e-01, 4.438226e-01, 2.014065e+00, 9.510279e-01
1.919192e-01, 5.429851e-01, 6.576107e-01, 4.350428e-01, 2.003015e+00, 9.510279e-01
2.020202e-01, 5.439317e-01, 6.576214e-01, 4.351616e-01, 2.000075e+00, 9.510279e-01
2.121212e-01, 5.361542e-01, 6.724793e-01, 4.266096e-01, 1.989211e+00, 9.510279e-01
2.222222e-01, 5.370427e-01, 6.724811e-01, 4.267244e-01, 1.986454e+00, 9.510279e-01
2.323232e-01, 5.294118e-01, 6.871827e-01, 4.184003e-01, 1.975779e+00, 9.510279e-01
2.424242e-01, 5.302305e-01, 6.871851e-01, 4.185065e-01, 1.973229e+00, 9.510279e-01
2.525253e-01, 5.227549e-01, 7.017127e-01, 4.104142e-01, 1.962747e+00, 9.510279e-01
2.626263e-01, 5.234975e-01, 7.017193e-01, 4.105108e-01, 1.960424e+00, 9.510279e-01
2.727273e-01, 5.161876e-01, 7.160513e-01, 4.026559e-01, 1.950143e+00, 9.510279e-01
2.828283e-01, 5.168518e-01, 7.160636e-01, 4.027432e-01, 1.948059e+00, 9.510279e-01
2.929293e-01, 5.097191e-01, 7.301753e-01, 3.951320e-01, 1.937989e+00, 9.510279e-01
3.030303e-01, 5.103053e-01, 7.301937e-01, 3.952110e-01, 1.936150e+00, 9.510279e-01
3.131313e-01, 5.033619e-01, 7.440578e-01, 3.878509e-01, 1.926302e+00, 9.510279e-01
3.232323e-01, 5.038728e-01, 7.440826e-01, 3.879226e-01, 1.924705e+00, 9.510279e-01
3.333333e-01, 4.971313e-01, 7.576692e-01, 3.808214e-01, 1.915095e+00, 9.510279e-01
3.434343e-01, 4.975713e-01, 7.577003e-01, 3.808871e-01, 1.913731e+00, 9.510279e-01
3.535354e-01, 4.910447e-01, 7.709768e-01, 3.740533e-01, 1.904375e+00, 9.510279e-01
3.636364e-01, 4.914197e-01, 7.710141e-01, 3.741139e-01, 1.903230e+00, 9.510279e-01
3.737374e-01, 4.851212e-01, 7.839456e-01, 3.675566e-01, 1.894148e+00, 9.510279e-01
3.838384e-01, 4.854378e-01, 7.839890e-01, 3.676131e-01, 1.893204e+00, 9.510279e-01
3.939394e-01, 4.793810e-01, 7.965378e-01, 3.613419e-01, 1.884419e+00, 9.510279e-01
4.040404e-01, 4.796462e-01, 7.965872e-01, 3.613953e-01, 1.883655e+00, 9.510279e-01
4.141414e-01, 4.738447e-01, 8.087138e-01, 3.554200e-01, 1.875192e+00, 9.510279e-01
4.242424e-01, 4.740656e-01, 8.087692e-01, 3.554709e-01, 1.874587e+00, 9.510279e-01
4.343434e-01, 4.685330e-01, 8.204321e-01, 3.498018e-01, 1.866474e+00, 9.510279e-01
4.444444e-01, 4.687163e-01, 8.204935e-01, 3.498508e-01, 1.866005e+00, 9.510279e-01
4.545455e-01, 4.634661e-01, 8.316503e-01, 3.444979e-01, 1.858269e+00, 9.510279e-01
4.646465e-01, 4.636180e-01, 8.317179e-01, 3.445454e-01, 1.857916e+00, 9.510279e-01
4.747475e-01, 4.586629e-01, 8.423260e-01, 3.395184e-01, 1.850588e+00, 9.510279e-01
4.848485e-01, 4.587891e-01, 8.424002e-01, 3.395645e-01, 1.850330e+00, 9.510279e-01
4.949495e-01, 4.541410e-01, 8.524181e-01, 3.348723e-01, 1.843438e+00, 9.510279e-01
5.050505e-01, 4.542461e-01, 8.524994e-01, 3.349170e-01, 1.843257e+00, 9.510279e-01
5.151515e-01, 4.499153e-01, 8.618883e-01, 3.305671e-01, 1.836829e+00, 9.510279e-01
5.252525e-01, 4.500034e-01, 8.619776e-01, 3.306102e-01, 1.836710e+00, 9.510279e-01
5.353535e-01, 4.459981e-01, 8.707029e-01, 3.266080e-01, 1.830770e+00, 9.510279e-01
5.454545e-01, 4.460719e-01, 8.708016e-01, 3.266490e-01, 1.830697e+00, 9.510279e-01
5.555556e-01, 4.423977e-01, 8.788351e-01, 3.229976e-01, 1.825267e+00, 9.510279e-01
5.656566e-01, 4.424594e-01, 8.789451e-01, 3.230356e-01, 1.825227e+00, 9.510279e-01
5.757576e-01, 4.391182e-01, 8.862669e-01, 3.197345e-01, 1.820322e+00, 9.510279e-01
5.858586e-01, 4.391688e-01, 8.863909e-01, 3.197684e-01, 1.820305e+00, 9.510279e-01
5.959596e-01, 4.361584e-01, 8.929912e-01, 3.168135e-01, 1.815931e+00, 9.510279e-01
6.060606e-01, 4.361982e-01, 8.931328e-01, 3.168416e-01, 1.815927e+00, 9.510279e-01
6.161616e-01, 4.335118e-01, 8.990138e-01, 3.142242e-01, 1.812086e+00, 9.510279e-01
6.262626e-01, 4.335400e-01, 8.991774e-01, 3.142444e-01, 1.812084e+00, 9.510279e-01
6.363636e-01, 4.311656e-01, 9.043545e-01, 3.119512e-01, 1.808767e+00, 9.510279e-01
6.464646e-01, 4.311809e-01, 9.045458e-01, 3.119611e-01, 1.808760e+00, 9.510279e-01
6.565657e-01, 4.291014e-01, 9.090477e-01, 3.099738e-01, 1.805948e+00, 9.510279e-01
6.666667e-01, 4.291015e-01, 9.092732e-01, 3.099702e-01, 1.805926e+00, 9.510279e-01
6.767677e-01, 4.272948e-01, 9.131417e-01, 3.082663e-01, 1.803592e+00, 9.510279e-01
6.868687e-01, 4.272770e-01, 9.134087e-01, 3.082459e-01, 1.803548e+00, 9.510279e-01
6.969697e-01, 4.257168e-01, 9.166975e-01, 3.067985e-01, 1.801658e+00, 9.510279e-01
7.070707e-01, 4.256779e-01, 9.170141e-01, 3.067576e-01, 1.801583e+00, 9.510279e-01
7.171717e-01, 4.243343e-01, 9.197859e-01, 3.055370e-01, 1.800096e+00, 9.510279e-01
7.272727e-01, 4.242708e-01, 9.201600e-01, 3.054721e-01, 1.799983e+00, 9.510279e-01
7.373737e-01, 4.231119e-01, 9.224844e-01, 3.044466e-01, 1.798854e+00, 9.510279e-01
7.474747e-01, 4.230205e-01, 9.229236e-01, 3.043539e-01, 1.798695e+00, 9.510279e-01
7.575758e-01, 4.220134e-01, 9.248728e-01, 3.034915e-01, 1.797878e+00, 9.510279e-01
7.676768e-01, 4.218911e-01, 9.253835e-01, 3.033680e-01, 1.797668e+00, 9.510279e-01
7.777778e-01, 4.210032e-01, 9.270290e-01, 3.026373e-01, 1.797120e+00, 9.510279e-01
7.878788e-01, 4.208478e-01, 9.276160e-01, 3.024806e-01, 1.796853e+00, 9.510279e-01
7.979798e-01, 4.200482e-01, 9.290255e-01, 3.018524e-01, 1.796534e+00, 9.510279e-01
8.080808e-01, 4.198585e-01, 9.296907e-01, 3.016612e-01, 1.796208e+00, 9.510279e-01
8.181818e-01, 4.191188e-01, 9.309251e-01, 3.011095e-01, 1.796087e+00, 9.510279e-01
8.282828e-01, 4.188949e-01, 9.316676e-01, 3.008838e-01, 1.795700e+00, 9.510279e-01
8.383838e-01, 4.181901e-01, 9.327788e-01, 3.003866e-01, 1.795754e+00, 9.510279e-01
8.484848e-01, 4.179331e-01, 9.335942e-01, 3.001278e-01, 1.795310e+00, 9.510279e-01
8.585859e-01, 4.172412e-01, 9.346239e-01, 2.996675e-01, 1.795529e+00, 9.510279e-01
8.686869e-01, 4.169527e-01, 9.355039e-01, 2.993787e-01, 1.795040e+00, 9.510279e-01
8.787879e-01, 4.162525e-01, 9.364830e-01, 2.989425e-01, 1.795440e+00, 9.510279e-01
8.888889e-01, 4.159300e-01, 9.374156e-01, 2.986282e-01, 1.794942e+00, 9.510279e-01
8.989899e-01, 4.151906e-01, 9.383645e-01, 2.982076e-01, 1.795607e+00, 9.510279e-01
9.090909e-01, 4.148043e-01, 9.393342e-01, 2.978739e-01, 1.795268e+00, 9.510279e-01
9.191919e-01, 4.139331e-01, 9.402632e-01, 2.974647e-01, 1.796575e+00, 9.510279e-01
9.292929e-01, 4.133096e-01, 9.412517e-01, 2.971187e-01, 1.797192e+00, 9.510279e-01
9.393939e-01, 4.118941e-01, 9.421614e-01, 2.967196e-01, 1.800946e+00, 9.510279e-01
9.494949e-01, 4.101325e-01, 9.431402e-01, 2.963654e-01, 1.806522e+00, 9.510279e-01
9.595960e-01, 4.061188e-01, 9.439585e-01, 2.959502e-01, 1.821820e+00, 9.510279e-01
9.696970e-01, 3.984409e-01, 9.443215e-01, 2.953561e-01, 1.853199e+00, 9.510279e-01
9.797980e-01, 3.796172e-01, 9.394991e-01, 2.927473e-01, 1.927911e+00, 9.510279e-01
9.898990e-01, 3.245304e-01, 8.786996e-01, 2.703898e-01, 2.082931e+00, 9.510279e-01
1.000000e+00, 1.250000e-01, 0.000000e+00, 1.000000e-01, 2.000000e+00, 9.510279e-01
