0.000000 -1.000000 -1.000000
0.052632 -1.000001 -1.000000
0.105263 -0.999999 -1.000000
0.157895 -0.999994 -1.000000
0.210526 -0.999907 -1.000000
0.263158 -0.998794 -0.999992
0.315789 -0.989592 -0.999501
0.368421 -0.938613 -0.987103
0.421053 -0.750242 -0.864292
0.473684 -0.306046 -0.381038
0.526316 0.306046 0.381038
0.578947 0.750242 0.864292
0.631579 0.938613 0.987103
0.684211 0.989592 0.999501
0.736842 0.998794 0.999992
0.789474 0.999907 1.000000
0.842105 0.999994 1.000000
0.894737 0.999999 1.000000
0.947368 1.000001 1.000000
1.000000 1.000000 1.000000
