0.000000 -1.000000 -0.999593
0.016129 -0.999384 -0.999377
0.032258 -0.998690 -0.999058
0.048387 -0.997841 -0.998594
0.064516 -0.996737 -0.997925
0.080645 -0.995280 -0.996976
0.096774 -0.993326 -0.995645
0.112903 -0.990737 -0.993803
0.129032 -0.987300 -0.991288
0.145161 -0.982823 -0.987896
0.161290 -0.977007 -0.983381
0.177419 -0.969596 -0.977451
0.193548 -0.960196 -0.969761
0.209677 -0.948488 -0.959917
0.225806 -0.933997 -0.947479
0.241935 -0.916362 -0.931968
0.258065 -0.895058 -0.912871
0.274194 -0.869728 -0.889666
0.290323 -0.839857 -0.861831
0.306452 -0.805154 -0.828874
0.322581 -0.765195 -0.790356
0.338710 -0.719836 -0.745920
0.354839 -0.668833 -0.695318
0.370968 -0.612260 -0.638440
0.387097 -0.550132 -0.575330
0.403226 -0.482791 -0.506212
0.419355 -0.410555 -0.431490
0.435484 -0.334042 -0.351752
0.451613 -0.253869 -0.267761
0.467742 -0.170881 -0.180431
0.483871 -0.085932 -0.090801
0.500000 0.000000 0.000000
0.516129 0.085932 0.090801
0.532258 0.170881 0.180431
0.548387 0.253869 0.267761
0.564516 0.334042 0.351752
0.580645 0.410555 0.431490
0.596774 0.482791 0.506212
0.612903 0.550132 0.575330
0.629032 0.612260 0.638440
0.645161 0.668833 0.695318
0.661290 0.719836 0.745920
0.677419 0.765195 0.790356
0.693548 0.805154 0.828874
0.709677 0.839857 0.861831
0.725806 0.869728 0.889666
0.741935 0.895058 0.912871
0.758065 0.916362 0.931968
0.774194 0.933997 0.947479
0.790323 0.948488 0.959917
0.806452 0.960196 0.969761
0.822581 0.969596 0.977451
0.838710 0.977007 0.983381
0.854839 0.982823 0.987896
0.870968 0.987300 0.991288
0.887097 0.990737 0.993803
0.903226 0.993326 0.995645
0.919355 0.995280 0.996976
0.935484 0.996737 0.997925
0.951613 0.997841 0.998594
0.967742 0.998690 0.999058
0.983871 0.999384 0.999377
1.000000 1.000000 0.999593
