0.000000 -1.000000 -0.761407
0.016129 60227439.658386 -0.745920
0.032258 505468887.621273 -0.729746
0.048387 -1030741077.768887 -0.712880
0.064516 1546623565.418608 -0.695318
0.080645 -2045391143.705349 -0.677057
0.096774 2521673872.812001 -0.658097
0.112903 -2970228225.299363 -0.638440
0.129032 3386122297.152183 -0.618088
0.145161 -3764782949.810655 -0.597049
0.161290 4102046468.023766 -0.575330
0.177419 -4394204345.060638 -0.552943
0.193548 4638044039.699732 -0.529898
0.209677 -4830884322.507866 -0.506212
0.225806 4970604737.791174 -0.481902
0.241935 -5055668939.488321 -0.456988
0.258065 5085141566.142408 -0.431490
0.274194 -5058698543.600122 -0.405434
0.290323 4976630632.027671 -0.378845
0.306452 -4839840244.254354 -0.351752
0.322581 4649831508.540980 -0.324186
0.338710 -4408693742.775235 -0.296177
0.354839 4119078468.246740 -0.267761
0.370968 -3784170265.121521 -0.238973
0.387097 3407651744.933339 -0.209850
0.403226 -2993663066.166307 -0.180431
0.419355 2546756401.427666 -0.150755
0.435484 -2071845889.277101 -0.120865
0.451613 1574153592.930785 -0.090801
0.467742 -1059152083.879460 -0.060607
0.483871 532504262.271102 -0.030325
0.500000 -1090.960839 0.000000
0.516129 -532502082.944297 0.030325
0.532258 1059149912.334594 0.060607
0.548387 -1574151434.346817 0.090801
0.564516 2071843748.819352 0.120865
0.580645 -2546754284.242074 0.150755
0.596774 2993660977.373405 0.180431
0.612903 -3407649689.621901 0.209850
0.629032 3784168248.341744 0.238973
0.645161 -4119076495.003003 0.267761
0.661290 4408691818.018291 0.296177
0.677419 -4649829637.159579 0.324186
0.693548 4839838431.066280 0.351752
0.709677 -4976628881.770102 0.378845
0.725806 5058696860.919397 0.405434
0.741935 -5085139955.583091 0.431490
0.758065 5055667405.481660 0.456988
0.774194 -4970603284.642931 0.481902
0.790323 4830882954.385565 0.506212
0.806452 -4638042760.619333 0.529898
0.822581 4394203158.872772 0.552943
0.838710 -4102045378.399530 0.575330
0.854839 3764781960.227039 0.597049
0.870968 -3386121410.877297 0.618088
0.887097 2970227445.377451 0.638440
0.903226 -2521673202.048457 0.658097
0.919355 2045390584.651768 0.677057
0.935484 -1546623120.357717 0.695318
0.951613 1030740748.706034 0.712880
0.967742 -505468676.163240 0.729746
0.983871 -60227530.390590 0.745920
1.000000 1.000000 0.761407
